name,model,serial,ip,software,module_ip,module_num,firmware,hw,last_seen
ABBT-3-ESW-1,WS-C3750X-48P,FDO1707Z1HL,165.124.251.20,15.0(2)SE,0.0.0.0,4,,V04,4/27/20 1:00
645MICH-6-ESW-2,3850-STACK,FOC2001U1J4,10.100.24.17,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
645MICH-6-ESW-2,WS-C3850-48P-L,FCW2001C1G1,10.100.24.17,DENALI 16.3.9,0.0.0.0,1,,V06,4/27/20 1:00
645MICH-6-ESW-2,WS-C3850-48P-L,FOC2001X1E0,10.100.24.17,DENALI 16.3.9,0.0.0.0,2,,V06,4/27/20 1:00
645MICH-6-ESW-2,WS-C3850-48P-L,FOC2001U1J4,10.100.24.17,DENALI 16.3.9,0.0.0.0,3,,V06,4/27/20 1:00
645MICH-4-ESW-2,3750-STACK,FDO1537R0ZS,10.100.24.15,15.0(2)SE8,0.0.0.0,0,,,4/27/20 1:00
645MICH-4-ESW-2,WS-C3750X-48P,FDO1537R0ZS,10.100.24.15,15.0(2)SE8,0.0.0.0,1,,V02,4/27/20 1:00
645MICH-4-ESW-2,WS-C3750X-24P,FDO1602K0NM,10.100.24.15,15.0(2)SE8,0.0.0.0,2,,V02,4/27/20 1:00
645MICH-1058-ESW-2,3850-STACK,FOC2038U1DD,10.100.24.20,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
645MICH-1058-ESW-2,WS-C3850-48P-L,FOC2038U1DD,10.100.24.20,DENALI 16.3.9,0.0.0.0,1,,V07,4/27/20 1:00
645MICH-1058-ESW-2,WS-C3850-48P-L,FCW2037F10B,10.100.24.20,DENALI 16.3.9,0.0.0.0,2,,V07,4/27/20 1:00
645MICH-1058-ESW-1,3750-STACK,FDO1537R0PM,10.100.24.21,15.0(2)SE8,0.0.0.0,0,,,4/27/20 1:00
645MICH-1058-ESW-1,WS-C3750X-48P,FDO1537R0PM,10.100.24.21,15.0(2)SE8,0.0.0.0,1,,V02,4/27/20 1:00
645MICH-1058-ESW-1,WS-C3750X-48P,FDO1648Z1G9,10.100.24.21,15.0(2)SE8,0.0.0.0,2,,V04,4/27/20 1:00
CHICAGOHEATINGPLANT-1-ESW-1,WS-C3850-48P-L,FOC2142X1DU,10.100.24.51,DENALI 16.3.9,0.0.0.0,0,,V07,4/27/20 1:00
ABBT-9-ESW-1,3750-STACK,FDO1525P175,165.124.251.75,15.0(2)SE8,0.0.0.0,0,,,4/27/20 1:00
ABBT-9-ESW-1,WS-C3750X-48P,FDO1517R0KC,165.124.251.75,15.0(2)SE8,0.0.0.0,1,,V02,4/27/20 1:00
ABBT-9-ESW-1,WS-C3750X-48P,FDO1518P05C,165.124.251.75,15.0(2)SE8,0.0.0.0,2,,V02,4/27/20 1:00
ABBT-9-ESW-1,WS-C3750X-48P,FDO1525P175,165.124.251.75,15.0(2)SE8,0.0.0.0,3,,V02,4/27/20 1:00
RIC-19-ESW-1,WS-C3750X-24P,FDO1522K11Q,165.124.251.68,15.0(2)SE8,0.0.0.0,0,,V02,4/27/20 1:00
275CHEST-1-ESW-1,WS-C3750X-24P,FDO1519R187,165.124.251.70,15.0(2)SE8,0.0.0.0,0,,V02,4/27/20 1:00
645MICH-7-ESW-1,WS-C3750X-48P,FDO1645P1HQ,10.100.24.14,15.0(2)SE8,0.0.0.0,0,,V04,4/27/20 1:00
321ERIE-B-ESW-1,WS-C3750X-48P,FDO1537K0BB,165.124.251.85,15.0(2)SE8,0.0.0.0,0,,V02,4/27/20 1:00
645MICH-5-ESW-1,WS-C3850-48P-L,FCW2039D00N,10.100.24.18,DENALI 16.3.9,0.0.0.0,0,,V07,4/27/20 1:00
645MICH-7-ESW-2,WS-C3850-48P-L,FOC2039X00J,10.100.24.16,DENALI 16.3.9,0.0.0.0,0,,V07,4/27/20 1:00
LURIE-1-ESW-2,WS-C3850-48P-L,FOC2225L05L,165.124.134.25,DENALI 16.3.9,0.0.0.0,5,,V07,4/27/20 1:00
LEV-G158-0G0105-ESW-1,WS-C3850-48P-L,FOC1925X14U,10.100.3.10,DENALI 16.3.7,0.0.0.0,0,,V05,4/27/20 1:00
1835HNMN-4N-ESW-1,3750-STACK,0X17,10.100.4.68,15.2(4)E6,0.0.0.0,0,,,4/27/20 1:00
1835HNMN-4N-ESW-1,WS-C3750X-48P,FDO1650X0SD,10.100.4.68,15.2(4)E6,0.0.0.0,1,,V04,4/27/20 1:00
1835HNMN-4N-ESW-1,WS-C3750X-48P,FDO1648X1EA,10.100.4.68,15.2(4)E6,0.0.0.0,2,,V04,4/27/20 1:00
1835HNMN-4N-ESW-1,WS-C3750X-48P,FDO1537K0QS,10.100.4.68,15.2(4)E6,0.0.0.0,3,,V02,4/27/20 1:00
BIRL-3-ESW-1,WS-C3850-48P-L,FCW2142D1YX,10.100.10.44,DENALI 16.3.9,0.0.0.0,0,,V07,4/27/20 1:00
BIRL-1-ESW-1,3850-STACK,FOC2038U1CG,10.100.10.49,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
BIRL-1-ESW-1,WS-C3850-48P-L,FCW2022F0ZE,10.100.10.49,DENALI 16.3.9,0.0.0.0,1,,V06,4/27/20 1:00
BIRL-1-ESW-1,WS-C3850-48P-L,FCW2038F1NQ,10.100.10.49,DENALI 16.3.9,0.0.0.0,2,,V07,4/27/20 1:00
BIRL-1-ESW-1,WS-C3850-48P-L,FCW2038F1VQ,10.100.10.49,DENALI 16.3.9,0.0.0.0,3,,V07,4/27/20 1:00
BIRL-1-ESW-1,WS-C3850-48P-L,FCW2038D1C9,10.100.10.49,DENALI 16.3.9,0.0.0.0,4,,V07,4/27/20 1:00
BIRL-1-ESW-1,WS-C3850-48P-L,FCW2038F1VZ,10.100.10.49,DENALI 16.3.9,0.0.0.0,5,,V07,4/27/20 1:00
BIRL-1-ESW-1,WS-C3850-48P-L,FOC2038U1DP,10.100.10.49,DENALI 16.3.9,0.0.0.0,6,,V07,4/27/20 1:00
BIRL-1-ESW-1,WS-C3850-48P-L,FCW2038C1AW,10.100.10.49,DENALI 16.3.9,0.0.0.0,7,,V07,4/27/20 1:00
BIRL-1-ESW-1,WS-C3850-48P-L,FOC2038X1EY,10.100.10.49,DENALI 16.3.9,0.0.0.0,8,,V07,4/27/20 1:00
BIRL-1-ESW-1,WS-C3850-48P-L,FOC2038U1CG,10.100.10.49,DENALI 16.3.9,0.0.0.0,9,,V07,4/27/20 1:00
555CLRK-2-ESW-1,3850-STACK,FOC2050X04X,10.100.4.65,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
555CLRK-2-ESW-1,WS-C3850-48P-L,FOC2050X04X,10.100.4.65,DENALI 16.3.9,0.0.0.0,1,,V07,4/27/20 1:00
555CLRK-2-ESW-1,WS-C3850-48P-L,FCW2050D04V,10.100.4.65,DENALI 16.3.9,0.0.0.0,2,,V07,4/27/20 1:00
1809CHI-B-ESW-1,WS-C3850-48P-L,FCW2038F1HQ,10.100.4.64,DENALI 16.3.8,0.0.0.0,0,,V07,4/27/20 1:00
LEV-G158-0G0208-ESW-3-SBC,WS-C3750X-12S,FDO1746Z3FC,129.105.251.39,15.0(2)SE8,0.0.0.0,0,,V04,4/27/20 1:00
ALLEN-2ELEC-ESW-1,3850-STACK,FCW2220D05F,10.100.14.41,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
CHDC-RTR-1,N7K-C7018,TBM17020790,199.249.169.140,,0.0.0.0,0,,V01,4/27/20 1:00
CHDC-RTR-1,N7K-M224XP-23L,JAF1703AMHG,199.249.169.140,6.2(20A),0.0.0.0,7,6.2(20A),V02,4/27/20 1:00
CHDC-RTR-1,N7K-M224XP-23L,JAF1703AMGF,199.249.169.140,6.2(20A),0.0.0.0,8,6.2(20A),V02,4/27/20 1:00
CHDC-RTR-1,N7K-SUP2E,JAF1644AGEG,199.249.169.140,6.2(20A),0.0.0.0,9,6.2(20A),V01,4/27/20 1:00
CHDC-RTR-1,N7K-SUP2E,JAF1704BDHH,199.249.169.140,6.2(20A),0.0.0.0,10,6.2(20A),V01,4/27/20 1:00
CHDC-RTR-1,N7K-F248XP-25E,JAF1716ARQS,199.249.169.140,6.2(20A),0.0.0.0,11,6.2(20A),V01,4/27/20 1:00
CHDC-RTR-1,N7K-F248XP-25E,JAF1842AKNB,199.249.169.140,6.2(20A),0.0.0.0,12,6.2(20A),V02,4/27/20 1:00
CHDC-RTR-2,N7K-C7018,TBM17020721,199.249.169.141,,0.0.0.0,0,,V01,4/27/20 1:00
CHDC-RTR-2,N7K-M224XP-23L,JAF1703AHQE,199.249.169.141,6.2(20A),0.0.0.0,7,6.2(20A),V02,4/27/20 1:00
CHDC-RTR-2,N7K-M224XP-23L,JAF1702AESS,199.249.169.141,6.2(20A),0.0.0.0,8,6.2(20A),V02,4/27/20 1:00
CHDC-RTR-2,N7K-SUP2E,JAF1643ANTC,199.249.169.141,6.2(20A),0.0.0.0,9,6.2(20A),V01,4/27/20 1:00
CHDC-RTR-2,N7K-SUP2E,JAF1715AHHG,199.249.169.141,6.2(20A),0.0.0.0,10,6.2(20A),V01,4/27/20 1:00
CHDC-RTR-2,N7K-F248XP-25E,JAF1705BKTL,199.249.169.141,6.2(20A),0.0.0.0,11,6.2(20A),V01,4/27/20 1:00
CHDC-RTR-2,N7K-F248XP-25E,JAF1842ACDK,199.249.169.141,6.2(20A),0.0.0.0,12,6.2(20A),V02,4/27/20 1:00
LEV-RTR-5,N7K-C7009,JAF1620ABQN,199.249.169.184,,0.0.0.0,0,,V01,4/27/20 1:00
LEV-RTR-5,N7K-SUP2E,JAF1722AMHS,199.249.169.184,6.2(20A),0.0.0.0,1,6.2(20A),V01,4/27/20 1:00
LEV-RTR-5,N7K-SUP2E,JAF1723AQQG,199.249.169.184,6.2(20A),0.0.0.0,2,6.2(20A),V01,4/27/20 1:00
LEV-RTR-5,N7K-M224XP-23L,JAF1725AFPB,199.249.169.184,6.2(20A),0.0.0.0,3,6.2(20A),V03,4/27/20 1:00
LEV-RTR-5,N7K-M224XP-23L,JAF1829ATKQ,199.249.169.184,6.2(20A),0.0.0.0,4,6.2(20A),V04,4/27/20 1:00
LEV-RTR-5,N7K-M148GS-11L,JAF1625AGHQ,199.249.169.184,6.2(20A),0.0.0.0,5,6.2(20A),V03,4/27/20 1:00
LEV-RTR-5,N7K-M202CF-22L,JAE202200U1,199.249.169.184,6.2(20A),0.0.0.0,6,6.2(20A),V04,4/27/20 1:00
ALLEN-138-ESW-2,3850-STACK,FOC2143X0GR,10.100.14.52,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
ALLEN-138-ESW-2,WS-C3850-48P-L,FOC2143X0GR,10.100.14.52,DENALI 16.3.9,0.0.0.0,1,,V07,4/27/20 1:00
ALLEN-138-ESW-2,WS-C3850-48P-L,FOC1748Y5TD,10.100.14.52,DENALI 16.3.9,0.0.0.0,2,,V02,4/27/20 1:00
ALLEN-138-ESW-2,WS-C3850-48P-L,FOC1811U058,10.100.14.52,DENALI 16.3.9,0.0.0.0,3,,V03,4/27/20 1:00
ALLEN-158-ESW-2,3850-STACK,FOC1748U123,10.100.14.25,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
ALLEN-158-ESW-2,WS-C3850-48P-L,FOC1748U123,10.100.14.25,DENALI 16.3.9,0.0.0.0,1,,V02,4/27/20 1:00
ALLEN-158-ESW-2,WS-C3850-48P-L,FOC1749X0A5,10.100.14.25,DENALI 16.3.9,0.0.0.0,2,,V02,4/27/20 1:00
ALLEN-158-ESW-2,WS-C3850-48P-L,FOC1748U12E,10.100.14.25,DENALI 16.3.9,0.0.0.0,3,,V02,4/27/20 1:00
ALLEN-221-ESW-1,3750-STACK,FDO1524P1SM,10.100.14.38,15.2(4)E6,0.0.0.0,0,,,4/27/20 1:00
ALLEN-221-ESW-1,WS-C3750X-48P,FDO1524P1SM,10.100.14.38,15.2(4)E6,0.0.0.0,1,,V02,4/27/20 1:00
ALLEN-221-ESW-1,WS-C3750X-48P,FDO1525K0WK,10.100.14.38,15.2(4)E6,0.0.0.0,2,,V02,4/27/20 1:00
ALLEN-221-ESW-1,WS-C3750X-48P,FDO1537Z06D,10.100.14.38,15.2(4)E6,0.0.0.0,3,,V02,4/27/20 1:00
ALLEN-221-ESW-1,WS-C3750X-48P,FDO1525P178,10.100.14.38,15.2(4)E6,0.0.0.0,4,,V02,4/27/20 1:00
ALLEN-240-ESW-1,3850-STACK,FOC1807U0RS,10.100.14.39,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
ALLEN-240-ESW-1,WS-C3850-48P-L,FOC1748U130,10.100.14.39,DENALI 16.3.9,0.0.0.0,1,,V02,4/27/20 1:00
ALLEN-240-ESW-1,WS-C3850-48P-L,FOC1807Y5H2,10.100.14.39,DENALI 16.3.9,0.0.0.0,2,,V03,4/27/20 1:00
ALLEN-240-ESW-1,WS-C3850-48P-L,FOC1807U0RS,10.100.14.39,DENALI 16.3.9,0.0.0.0,3,,V03,4/27/20 1:00
ALLEN-2ADMIN-ESW-1,3850-STACK,FOC1807U0PS,10.100.14.27,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
ALLEN-2ADMIN-ESW-1,WS-C3850-48P-L,FOC1813X04G,10.100.14.27,DENALI 16.3.9,0.0.0.0,1,,V03,4/27/20 1:00
ALLEN-2ADMIN-ESW-1,WS-C3850-48P-L,FOC1807U0PS,10.100.14.27,DENALI 16.3.9,0.0.0.0,2,,V03,4/27/20 1:00
ANNBRG-129-ESW-1,3750-STACK,FDO1537P0F4,10.100.14.45,15.2(4)E6,0.0.0.0,0,,,4/27/20 1:00
ANNBRG-129-ESW-1,WS-C3750X-48P,FDO1537R0J8,10.100.14.45,15.2(4)E6,0.0.0.0,1,,V02,4/27/20 1:00
ANNBRG-129-ESW-1,WS-C3750X-48P,FDO1537Z06F,10.100.14.45,15.2(4)E6,0.0.0.0,2,,V02,4/27/20 1:00
ANNBRG-129-ESW-1,WS-C3750X-48P,FDO1537R10V,10.100.14.45,15.2(4)E6,0.0.0.0,3,,V02,4/27/20 1:00
ANNBRG-129-ESW-1,WS-C3750X-48P,FDO1537V076,10.100.14.45,15.2(4)E6,0.0.0.0,4,,V02,4/27/20 1:00
ANNBRG-129-ESW-1,WS-C3750X-48P,FDO1537P0F4,10.100.14.45,15.2(4)E6,0.0.0.0,5,,V02,4/27/20 1:00
ANNBRG-228-ESW-1,3850-STACK,FOC1801U0KN,10.100.14.46,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
ANNBRG-228-ESW-1,WS-C3850-48P-L,FOC1752Y5R8,10.100.14.46,DENALI 16.3.9,0.0.0.0,1,,V03,4/27/20 1:00
ANNBRG-228-ESW-1,WS-C3850-48P-L,FOC1801X0QV,10.100.14.46,DENALI 16.3.9,0.0.0.0,2,,V03,4/27/20 1:00
ANNBRG-228-ESW-1,WS-C3850-48P-L,FOC1801U0BG,10.100.14.46,DENALI 16.3.9,0.0.0.0,3,,V03,4/27/20 1:00
ANNBRG-228-ESW-1,WS-C3850-48P-L,FOC1801X0RF,10.100.14.46,DENALI 16.3.9,0.0.0.0,4,,V03,4/27/20 1:00
ANNBRG-228-ESW-1,WS-C3850-48P-L,FOC1801X0R3,10.100.14.46,DENALI 16.3.9,0.0.0.0,5,,V03,4/27/20 1:00
ANNBRG-228-ESW-1,WS-C3850-48P-L,FOC1801U0KN,10.100.14.46,DENALI 16.3.9,0.0.0.0,6,,V03,4/27/20 1:00
ANNBRG-325-ESW-2,3850-STACK,FOC1801X15L,10.100.14.47,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
ANNBRG-325-ESW-2,WS-C3850-48P-L,FOC1801X15L,10.100.14.47,DENALI 16.3.9,0.0.0.0,1,,V03,4/27/20 1:00
ANNBRG-325-ESW-2,WS-C3850-48P-L,FOC1801X0LM,10.100.14.47,DENALI 16.3.9,0.0.0.0,2,,V03,4/27/20 1:00
ANNBRG-325-ESW-2,WS-C3850-48P-L,FOC1801U0KM,10.100.14.47,DENALI 16.3.9,0.0.0.0,3,,V03,4/27/20 1:00
ANNBRG-325-ESW-2,WS-C3850-48P-L,FOC1801U0KK,10.100.14.47,DENALI 16.3.9,0.0.0.0,4,,V03,4/27/20 1:00
ANNBRG-325-ESW-2,WS-C3850-12X48U-L,FCW2141C0ZG,10.100.14.47,DENALI 16.3.9,0.0.0.0,5,,V02,4/27/20 1:00
ANNBRG-325-ESW-3,3850-STACK,FOC1801U0KH,10.100.14.48,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
ANNBRG-325-ESW-3,WS-C3850-48P-L,FOC1801X0LL,10.100.14.48,DENALI 16.3.9,0.0.0.0,1,,V03,4/27/20 1:00
ANNBRG-325-ESW-3,WS-C3850-48P-L,FOC1801U0KH,10.100.14.48,DENALI 16.3.9,0.0.0.0,2,,V03,4/27/20 1:00
ANNBRG-325-ESW-3,WS-C3850-48P-L,FOC1753X02A,10.100.14.48,DENALI 16.3.9,0.0.0.0,3,,V03,4/27/20 1:00
ANNBRG-325-ESW-3,WS-C3850-48P-L,FOC1750X11J,10.100.14.48,DENALI 16.3.9,0.0.0.0,4,,V03,4/27/20 1:00
ANNBRG-325-ESW-3,WS-C3850-48P-L,FOC1801X018,10.100.14.48,DENALI 16.3.9,0.0.0.0,5,,V03,4/27/20 1:00
ANNBRG-325-ESW-3,WS-C3850-48P-L,FOC1752U0R9,10.100.14.48,DENALI 16.3.9,0.0.0.0,6,,V03,4/27/20 1:00
ANNBRG-325-ESW-3,WS-C3850-48P-L,FOC1801X0R1,10.100.14.48,DENALI 16.3.9,0.0.0.0,7,,V03,4/27/20 1:00
ANNBRG-G19-ESW-2,3850-STACK,FOC1801Y3KP,10.100.14.49,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
ANNBRG-G19-ESW-2,WS-C3850-48P-L,FOC1801U072,10.100.14.49,DENALI 16.3.9,0.0.0.0,1,,V03,4/27/20 1:00
ANNBRG-G19-ESW-2,WS-C3850-48P-L,FOC1801Y3KP,10.100.14.49,DENALI 16.3.9,0.0.0.0,2,,V03,4/27/20 1:00
ANNBRG-G19-ESW-2,WS-C3850-48P-L,FOC1801Y3BD,10.100.14.49,DENALI 16.3.9,0.0.0.0,3,,V03,4/27/20 1:00
ANNBRG-G19-ESW-2,WS-C3850-48P-L,FOC1801U0JL,10.100.14.49,DENALI 16.3.9,0.0.0.0,4,,V03,4/27/20 1:00
ALLEN-2ELEC-ESW-1,WS-C3850-48P-L,FCW1924D0QT,10.100.14.41,DENALI 16.3.9,0.0.0.0,1,,V05,4/27/20 1:00
ALLEN-2ELEC-ESW-1,WS-C3850-48P-L,FCW2220D05F,10.100.14.41,DENALI 16.3.9,0.0.0.0,2,,V07,4/27/20 1:00
ALLEN-4E-ESW-1,3750-STACK,FDO1525R0V1,10.100.14.42,15.2(4)E6,0.0.0.0,0,,,4/27/20 1:00
ALLEN-4E-ESW-1,WS-C3750X-48P,FDO1525V0EU,10.100.14.42,15.2(4)E6,0.0.0.0,1,,V02,4/27/20 1:00
ALLEN-4E-ESW-1,WS-C3750X-24P,FDO1525R0V1,10.100.14.42,15.2(4)E6,0.0.0.0,2,,V02,4/27/20 1:00
ALLEN-IDF-ESW-6,3750-STACK,0X0F,10.100.14.43,15.2(4)E6,0.0.0.0,0,,,4/27/20 1:00
ALLEN-IDF-ESW-6,WS-C3750X-48P,FDO1525V0E7,10.100.14.43,15.2(4)E6,0.0.0.0,1,,V02,4/27/20 1:00
ALLEN-IDF-ESW-6,WS-C3750X-48P,FDO1525K0N2,10.100.14.43,15.2(4)E6,0.0.0.0,2,,V02,4/27/20 1:00
ALLEN-MECHRM-317-ESW-2,3750-STACK,FDO1525P16K,10.100.14.44,15.2(4)E6,0.0.0.0,0,,,4/27/20 1:00
ALLEN-MECHRM-317-ESW-2,WS-C3750X-48P,FDO1525P1E0,10.100.14.44,15.2(4)E6,0.0.0.0,1,,V02,4/27/20 1:00
ALLEN-MECHRM-317-ESW-2,WS-C3750X-24P,FDO1525V06V,10.100.14.44,15.2(4)E6,0.0.0.0,2,,V02,4/27/20 1:00
ALLEN-MECHRM-317-ESW-2,WS-C3750X-48P,FDO1525P16K,10.100.14.44,15.2(4)E6,0.0.0.0,3,,V02,4/27/20 1:00
ALLEN-MECHRM-376-ESW-1,3850-STACK,FOC1807U0PT,10.100.14.30,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
ALLEN-MECHRM-376-ESW-1,WS-C3850-48P-L,FOC1807U0PT,10.100.14.30,DENALI 16.3.9,0.0.0.0,1,,V03,4/27/20 1:00
ALLEN-MECHRM-376-ESW-1,WS-C3850-48P-L,FOC1807X0RG,10.100.14.30,DENALI 16.3.9,0.0.0.0,2,,V03,4/27/20 1:00
2247SHDN-B-ESW-1,WS-C3750X-48P,FDO1645P0XE,129.105.254.198,15.2(4)E8,0.0.0.0,0,,V04,4/27/20 1:00
2249SHDN-B-ESW-1,WS-C3750X-48P,FDO1650P185,129.105.254.206,15.0(2)SE2,0.0.0.0,0,,V04,4/27/20 1:00
2251SHDN-ATTIC-ESW-2,3850-STACK,FOC1748Y0L7,129.105.254.200,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
2251SHDN-ATTIC-ESW-2,WS-C3850-24P-L,FOC1748Y0L7,129.105.254.200,DENALI 16.3.9,0.0.0.0,1,,V02,4/27/20 1:00
2251SHDN-ATTIC-ESW-2,WS-C3850-48P-L,FOC1819X055,129.105.254.200,DENALI 16.3.9,0.0.0.0,2,,V03,4/27/20 1:00
2303SHDN-B-ESW-1,3750-STACK,FDO1529P060,129.105.254.155,15.0(2)SE,0.0.0.0,0,,,4/27/20 1:00
2303SHDN-B-ESW-1,WS-C3750X-48P,FDO1529P060,129.105.254.155,15.0(2)SE,0.0.0.0,1,,V02,4/27/20 1:00
2303SHDN-B-ESW-1,WS-C3750X-48P,FDO1630R00W,129.105.254.155,15.0(2)SE,0.0.0.0,2,,V03,4/27/20 1:00
2303SHDN-B-ESW-1,WS-C3750X-48P,FDO1629R4QV,129.105.254.155,15.0(2)SE,0.0.0.0,3,,V03,4/27/20 1:00
2303SHDN-B-ESW-1,WS-C3750X-24P,FDO1639Z0HB,129.105.254.155,15.0(2)SE,0.0.0.0,4,,V03,4/27/20 1:00
2307SHDN-B-ESW-1,3750-STACK,FDO1648P0ZR,129.105.254.201,15.0(2)SE2,0.0.0.0,0,,,4/27/20 1:00
2307SHDN-B-ESW-1,WS-C3750X-48P,FDO1648P0ZR,129.105.254.201,15.0(2)SE2,0.0.0.0,1,,V04,4/27/20 1:00
2307SHDN-B-ESW-1,WS-C3750X-24P,FDO1642P18J,129.105.254.201,15.0(2)SE2,0.0.0.0,2,,V04,4/27/20 1:00
2325SHDN-B-ESW-1,WS-C3850-48P-L,FOC2220X02K,10.100.14.77,DENALI 16.3.9,0.0.0.0,0,,V07,4/27/20 1:00
2335SHDN-B-ESW-1,3850-STACK,FOC1823U0P7,129.105.254.145,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
2335SHDN-B-ESW-1,WS-C3850-48P-L,FOC1823U0P7,129.105.254.145,DENALI 16.3.9,0.0.0.0,1,,V03,4/27/20 1:00
2335SHDN-B-ESW-1,WS-C3850-48P-L,FOC1823X0NS,129.105.254.145,DENALI 16.3.9,0.0.0.0,2,,V03,4/27/20 1:00
2339SHDN-B-ESW-1,WS-C3750X-48P,FDO1650R1NK,129.105.254.202,15.0(2)SE2,0.0.0.0,0,,V04,4/27/20 1:00
2341SHDN-B-ESW-1,WS-C3750X-48P,FDO1650R1Q0,129.105.254.204,15.0(2)SE2,0.0.0.0,0,,V04,4/27/20 1:00
BOBB-2A-ESW-1,3750-STACK,0X17,129.105.254.147,15.0(2)SE2,0.0.0.0,0,,,4/27/20 1:00
BOBB-2A-ESW-1,WS-C3750X-48P,FDO1649H25Z,129.105.254.147,15.0(2)SE2,0.0.0.0,1,,V04,4/27/20 1:00
BOBB-2A-ESW-1,WS-C3750X-24P,FDO1628Z1CB,129.105.254.147,15.0(2)SE2,0.0.0.0,2,,V03,4/27/20 1:00
BOBB-2B-ESW-1,3750-STACK,0X17,129.105.254.151,15.0(2)SE2,0.0.0.0,0,,,4/27/20 1:00
BOBB-2B-ESW-1,WS-C3750X-48P,FDO1635X0ZM,129.105.254.151,15.0(2)SE2,0.0.0.0,1,,V03,4/27/20 1:00
BOBB-2B-ESW-1,WS-C3750X-24P,FDO1628V1DF,129.105.254.151,15.0(2)SE2,0.0.0.0,2,,V03,4/27/20 1:00
BOBB-4A-ESW-1,3750-STACK,0X17,129.105.254.149,15.0(2)SE2,0.0.0.0,0,,,4/27/20 1:00
BOBB-4A-ESW-1,WS-C3750X-48P,FDO1631Z1G2,129.105.254.149,15.0(2)SE2,0.0.0.0,1,,V03,4/27/20 1:00
BOBB-4A-ESW-1,WS-C3750X-48P,FDO1635R2DS,129.105.254.149,15.0(2)SE2,0.0.0.0,2,,V03,4/27/20 1:00
BOBB-4B-ESW-1,3750-STACK,0X17,129.105.254.153,15.0(2)SE2,0.0.0.0,0,,,4/27/20 1:00
BOBB-4B-ESW-1,WS-C3750X-48P,FDO1648Z1FT,129.105.254.153,15.0(2)SE2,0.0.0.0,1,,V04,4/27/20 1:00
BOBB-4B-ESW-1,WS-C3750X-24P,FDO1642P16B,129.105.254.153,15.0(2)SE2,0.0.0.0,2,,V04,4/27/20 1:00
BOBB-B-ESW-2,WS-C3750X-48P,FDO1648R0UP,129.105.254.146,15.0(2)SE2,0.0.0.0,0,,V04,4/27/20 1:00
SLIVKA-IDF-ESW-1,3750-STACK,FDO1522R16P,129.105.254.191,15.0(2)SE8,0.0.0.0,0,,,4/27/20 1:00
SLIVKA-IDF-ESW-1,WS-C3750X-48P,FDO1650X1FN,129.105.254.191,15.0(2)SE8,0.0.0.0,1,,V04,4/27/20 1:00
SLIVKA-IDF-ESW-1,WS-C3750X-48P,FDO1648Z1DU,129.105.254.191,15.0(2)SE8,0.0.0.0,2,,V04,4/27/20 1:00
SLIVKA-IDF-ESW-1,WS-C3750X-48P,FDO1701P08J,129.105.254.191,15.0(2)SE8,0.0.0.0,3,,V04,4/27/20 1:00
SLIVKA-IDF-ESW-1,WS-C3750X-48P,FDO1650X1HZ,129.105.254.191,15.0(2)SE8,0.0.0.0,4,,V04,4/27/20 1:00
SLIVKA-IDF-ESW-1,WS-C3750X-48P,FDO1650Z1CS,129.105.254.191,15.0(2)SE8,0.0.0.0,5,,V04,4/27/20 1:00
SLIVKA-IDF-ESW-1,WS-C3750X-48P,FDO1525K0RQ,129.105.254.191,15.0(2)SE8,0.0.0.0,6,,V02,4/27/20 1:00
SLIVKA-IDF-ESW-1,WS-C3750X-48P,FDO1649X36U,129.105.254.191,15.0(2)SE8,0.0.0.0,7,,V04,4/27/20 1:00
SLIVKA-IDF-ESW-1,WS-C3750X-24P,FDO1522R16P,129.105.254.191,15.0(2)SE8,0.0.0.0,8,,V02,4/27/20 1:00
640LCLN-B-ESW-1,3850-STACK,FOC1748Y33N,10.100.14.50,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
640LCLN-B-ESW-1,WS-C3850-48P-L,FOC1748Y33N,10.100.14.50,DENALI 16.3.9,0.0.0.0,1,,V02,4/27/20 1:00
640LCLN-B-ESW-1,WS-C3850-48P-L,FCW1820C0GF,10.100.14.50,DENALI 16.3.9,0.0.0.0,2,,V03,4/27/20 1:00
616NYS-B-ESW-1,3850-STACK,FOC1925X14P,10.100.14.15,DENALI 16.3.9,0.0.0.0,0,,,4/27/20 1:00
