IP	Name	Module_num	Model	Serial	Software	firmware	memory	HW	Last Seen	Module ip	
10.100.22.23	ward-idf-esw-1	1	WS-C3850-48P-L	FOC1823X1A3	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.22.23	ward-idf-esw-1	2	WS-C3850-48P-L	FCW1939C0V2	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.22.23	ward-idf-esw-1	3	WS-C3850-48P-L	FOC1931U1NX	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.22.23	ward-idf-esw-1	4	WS-C3850-48P-L	FCW1938C02A	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.8.25	tic-b-esw-1	0	WS-C3850-48P-L	FCW2142D1XV	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.26	utilplnt-1-esw-1	0	WS-C3850-48P-L	FCW2143D0VX	Denali 16.3.8		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.27	utilplnt-b-esw-1	0	WS-C3850-48P-L	FOC2143U0NL	Denali 16.3.8		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.21	ward-10-esw-1	0	3850-stack	FCW1820C0GH	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.22.21	ward-10-esw-1	1	WS-C3850-48P-L	FCW1820C0GH	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.22.21	ward-10-esw-1	2	WS-C3850-48P-L	FOC1931U0K8	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.22.21	ward-10-esw-1	3	WS-C3850-48P-L	FOC1926X168	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.22.21	ward-10-esw-1	4	WS-C3850-48P-L	FCW1931D1CM	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.22.80	ward-1-280-ghsl-esw-2	0	3850-stack	FOC2142U1LV	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.22.80	ward-1-280-ghsl-esw-2	1	WS-C3850-48P-L	FOC2142U1LV	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.80	ward-1-280-ghsl-esw-2	2	WS-C3850-48P-L	FOC2209L1JL	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.82	ward-12-esw-6	0	3850-stack	FOC2209L0WQ	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.22.82	ward-12-esw-6	1	WS-C3850-48P-L	FOC2209U172	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.82	ward-12-esw-6	2	WS-C3850-48P-L	FOC2209L0WQ	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.82	ward-12-esw-6	3	WS-C3850-48P-L	FOC2209L1JM	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.54	ward-13-esw-1	0	3850-stack	FOC1832X1F8	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.22.54	ward-13-esw-1	1	WS-C3850-48P-L	FOC1832U15W	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.22.54	ward-13-esw-1	2	WS-C3850-48P-L	FOC1832X1F8	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.22.54	ward-13-esw-1	3	WS-C3850-48P-L	FOC1832X1FT	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.66	ward-13-esw-3	0	3750-stack	FDO1651R2YH	15.0(2)SE8		0		4/27/20 1:00	0.0.0.0	
165.124.133.66	ward-13-esw-3	1	WS-C3750X-48P	FDO1528K0DS	15.0(2)SE8		0	V02	4/27/20 1:00	0.0.0.0	
165.124.133.66	ward-13-esw-3	2	WS-C3750X-48P	FDO1635Z3PC	15.0(2)SE8		0	V03	4/27/20 1:00	0.0.0.0	
165.124.133.66	ward-13-esw-3	3	WS-C3750X-48P	FDO1537R0ZR	15.0(2)SE8		0	V02	4/27/20 1:00	0.0.0.0	
165.124.133.66	ward-13-esw-3	4	WS-C3750X-48P	FDO1651R2YH	15.0(2)SE8		0	V04	4/27/20 1:00	0.0.0.0	
10.100.22.94	333sup-05096-05a-esw-1	9	WS-C3850-48P-L	FCW2209D11L	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.80	ward-1-280-ghsl-esw-2	4	WS-C3850-48P-L	FOC2241X0BA	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.24.65	625mich-21-62a-esw-1	3	WS-C3850-48P-L	FOC2218L02X	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.24.65	625mich-21-62a-esw-1	0	3850-stack	FOC2218L02X	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.8.45	tic-3-esw-1	0	3850-stack	FCW2142C1RU	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.8.45	tic-3-esw-1	1	WS-C3850-48P-L	FCW2142C1RU	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.8.45	tic-3-esw-1	2	WS-C3850-48P-L	FOC2143X0LK	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.6.108	tech-k165-esw-1	0	3850-stack	FOC1834X0JR	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.6.108	tech-k165-esw-1	1	WS-C3850-48P-L	FOC1820X15P	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.108	tech-k165-esw-1	2	WS-C3850-48P-L	FOC1834X0KD	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.108	tech-k165-esw-1	3	WS-C3850-48P-L	FOC1827U10W	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.108	tech-k165-esw-1	4	WS-C3850-48P-L	FOC1834X0JR	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.108	tech-k165-esw-1	5	WS-C3850-48P-L	FCW1832C140	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.55	tech-k265-esw-1	0	3850-stack	FCW1838C17K	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.6.55	tech-k265-esw-1	1	WS-C3850-48P-L	FCW1838C17K	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.55	tech-k265-esw-1	2	WS-C3850-48P-L	FOC1838X158	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.55	tech-k265-esw-1	3	WS-C3850-48P-L	FOC1834U0AL	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.55	tech-k265-esw-1	4	WS-C3850-48P-L	FOC1831X1C7	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.55	tech-k265-esw-1	5	WS-C3850-48P-L	FOC1838U1AR	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.56	tech-k365-esw-1	0	3750-stack	0x0F	15.0(2)SE8		0		4/27/20 1:00	0.0.0.0	
10.100.6.56	tech-k365-esw-1	1	WS-C3750X-48P	FDO1537V0AA	15.0(2)SE8		0	V02	4/27/20 1:00	0.0.0.0	
10.100.6.56	tech-k365-esw-1	2	WS-C3750X-48P	FDO1650P1AP	15.0(2)SE8		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.56	tech-k365-esw-1	3	WS-C3750X-48P	FDO1528R0H4	15.0(2)SE8		0	V02	4/27/20 1:00	0.0.0.0	
10.100.6.56	tech-k365-esw-1	4	WS-C3750X-48P	FDO1639H0Z9	15.0(2)SE8		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.57	tech-kg65-esw-1	0	3850-stack	FOC1851X0FL	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.6.57	tech-kg65-esw-1	1	WS-C3850-48P-L	FOC1851X0FL	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.57	tech-kg65-esw-1	2	WS-C3850-48P-L	FCW1834C0A9	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.57	tech-kg65-esw-1	3	WS-C3850-48P-L	FCW1834C0AL	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.57	tech-kg65-esw-1	4	WS-C3850-48P-L	FOC1834X08Q	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.36	tech-l328-esw-1	0	3850-stack	FOC1829X111	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.6.36	tech-l328-esw-1	1	WS-C3850-48P-L	FOC1833U02M	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.36	tech-l328-esw-1	2	WS-C3850-48P-L	FOC1829X111	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.36	tech-l328-esw-1	3	WS-C3850-48P-L	FOC1838X152	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.58	tech-l585-esw-1	0	3750-stack	0x0F	15.0(2)SE8		0		4/27/20 1:00	0.0.0.0	
10.100.10.28	1800sherman-2-esw-1	1	WS-C3750X-48P	FDO1537R0BB	15.0(2)SE8		0	V02	4/27/20 1:00	0.0.0.0	
10.100.10.28	1800sherman-2-esw-1	2	WS-C3750X-48P	FDO1537K0QB	15.0(2)SE8		0	V02	4/27/20 1:00	0.0.0.0	
10.100.10.28	1800sherman-2-esw-1	3	WS-C3750X-48P	FDO1537R0JP	15.0(2)SE8		0	V02	4/27/20 1:00	0.0.0.0	
10.100.10.28	1800sherman-2-esw-1	4	WS-C3750X-48P	FDO1643P070	15.0(2)SE8		0	V04	4/27/20 1:00	0.0.0.0	
10.100.10.28	1800sherman-2-esw-1	5	WS-C3750X-48P	FDO1536P0MA	15.0(2)SE8		0	V02	4/27/20 1:00	0.0.0.0	
10.100.14.94	560lcln-b36-esw-1	2	WS-C3850-48P-L	FOC1733U05D	Denali 16.3.9		0	V02	4/27/20 1:00	0.0.0.0	
10.100.14.94	560lcln-b36-esw-1	1	WS-C3850-48P-L	FCW2050C06Y	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.94	560lcln-b36-esw-1	0	3850-stack	FCW2050C06Y	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.10.18	910univ-idf-esw-2	0	3850-stack	FCW2142D1YW	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.10.18	910univ-idf-esw-2	1	WS-C3850-48P-L	FCW2142D1YW	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.10.18	910univ-idf-esw-2	2	WS-C3850-48P-L	FCW2142D1YU	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.10.30	birl-4-esw-1	0	3850-stack	FOC2143X0NE	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.10.30	birl-4-esw-1	1	WS-C3850-48P-L	FOC2143X0NE	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.10.30	birl-4-esw-1	2	WS-C3850-48P-L	FOC2142X1EF	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.10.41	englhrt-3-esw-1	0	3750-stack	0x17	15.0(2)SE8		0		4/27/20 1:00	0.0.0.0	
10.100.22.92	333sup-03096-03a-esw-1	9	WS-C3850-48P-L	FCW2220D01B	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.10.26	1800sherman-4-esw-1	4	WS-C3850-48P-L	FOC1807X0QZ	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.10.26	1800sherman-4-esw-1	5	WS-C3850-48P-L	FOC1752U063	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.10.26	1800sherman-4-esw-1	6	WS-C3850-48P-L	FOC1803X0R4	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.10.26	1800sherman-4-esw-1	7	WS-C3850-48P-L	FOC1807Y4UL	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.10.26	1800sherman-4-esw-1	8	WS-C3850-48P-L	FOC2022X1C4	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.10.26	1800sherman-4-esw-1	9	WS-C3850-48P-L	FCW2050C079	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.10.15	1800sherman-2-esw-4	0	3850-stack	FOC1748U0AB	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.10.15	1800sherman-2-esw-4	1	WS-C3850-48P-L	FOC1807U0RT	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.10.15	1800sherman-2-esw-4	2	WS-C3850-48P-L	FOC1807U0PR	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.22.61	mort-1-esw-3	2	WS-C3850-48P-L	FCW2038C18N	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.61	mort-1-esw-3	1	WS-C3850-48P-L	FCW2038C1JQ	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.97	333sup-10096-10a-esw-1	0	3850-stack	FCW2106F0DK	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.22.61	mort-1-esw-3	0	3850-stack	FCW2038C18N	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.6.76	mudd-1148-esw-1	8	WS-C3850-48P-L	FOC2225L026	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.6.76	mudd-1148-esw-1	7	WS-C3850-48P-L	FOC1839X0U2	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.76	mudd-1148-esw-1	6	WS-C3850-48P-L	FOC2120L0L0	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.6.76	mudd-1148-esw-1	5	WS-C3850-48P-L	FOC2120X0V9	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.6.76	mudd-1148-esw-1	4	WS-C3850-48P-L	FOC2120L0KU	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.6.76	mudd-1148-esw-1	3	WS-C3850-48P-L	FOC2120L0KS	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.6.76	mudd-1148-esw-1	2	WS-C3850-48P-L	FCW2038F0ZC	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.6.76	mudd-1148-esw-1	1	WS-C3850-48P-L	FCW2050C06Q	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.6.76	mudd-1148-esw-1	0	3850-stack	FOC2120X0V9	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
199.249.169.188	lev-rtr-10-crown	3	N7K-F248XP-25E	JAF1735ATEC	6.2(20a)	6.2(20a)	0	V01	4/27/20 1:00	0.0.0.0	
10.100.10.93	birl-5-esw-1	0	3850-stack	FOC2038X23Z	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.10.93	birl-5-esw-1	1	WS-C3850-48P-L	FCW2038F1NN	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.10.93	birl-5-esw-1	2	WS-C3850-48P-L	FOC2038X23Z	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.59	mcgaw-8515-esw-3	0	3850-stack	FCW2038C1JK	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.22.59	mcgaw-8515-esw-3	1	WS-C3850-48P-L	FCW2038F1MY	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.59	mcgaw-8515-esw-3	2	WS-C3850-48P-L	FOC2038X1D8	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.59	mcgaw-8515-esw-3	3	WS-C3850-48P-L	FCW2038C1JK	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.3.13	lev-g158-0g0108-esw-1	0	WS-C3850-48P-L	FCW2104F14F	Denali 16.3.7		0	V07	4/27/20 1:00	0.0.0.0	
10.100.22.58	mcgaw-m-408-esw-2	3	WS-C3850-48P-L	FCW1915C08W	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.22.94	333sup-05096-05a-esw-1	0	3850-stack	FCW2209D11L	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.22.27	750nlsd-9-esw-1	0	3850-stack	FOC1838X11U	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.22.27	750nlsd-9-esw-1	1	WS-C3850-48P-L	FCW1835C1XD	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.22.27	750nlsd-9-esw-1	2	WS-C3850-48P-L	FOC1838X11U	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.22.27	750nlsd-9-esw-1	3	WS-C3850-48P-L	FCW1834C0LW	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.22.27	750nlsd-9-esw-1	4	WS-C3850-48P-L	FOC1838X153	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.10.64	626univ-b34-esw-1	1	WS-C3850-48P-L	FCW2022F101	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.10.64	626univ-b34-esw-1	2	WS-C3850-48P-L	FOC1926U152	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.10.64	626univ-b34-esw-1	3	WS-C3850-48P-L	FCW2033C1FD	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.10.64	626univ-b34-esw-1	4	WS-C3850-48P-L	FOC2033U1HA	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.10.90	640hvn-b-esw-1	0	WS-C3750X-24P	FDO1536K1FL	15.0(2)SE8		0	V02	4/27/20 1:00	0.0.0.0	
10.100.14.6	2321shdn-b-esw-1	0	3750-stack	0x17			0		4/27/20 1:00	0.0.0.0	
10.100.14.6	2321shdn-b-esw-1	1	WS-C3750X-48P	FDO1650P127	15.0(2)SE8		0	V04	4/27/20 1:00	0.0.0.0	
10.100.14.6	2321shdn-b-esw-1	2	WS-C3750X-48P	FDO1648Z339	15.0(2)SE2		0	V04	4/27/20 1:00	0.0.0.0	
10.100.14.78	2211campus-l304-esw-1	0	3850-stack	FCW2035C0K4	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.14.78	2211campus-l304-esw-1	1	WS-C3850-48P-L	FCW2035F0D0	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
199.249.169.155	lev-rtr-4	4	WS-X6704-10GE	SAL1429N7AW	15.1(2)SY12	12.2(14r)S5	0	3.2	4/27/20 1:00	0.0.0.0	
199.249.169.155	lev-rtr-4	5	VS-SUP2T-10G	SAL1751J8QM	15.1(2)SY12	12.2(50r)SYS3	2147483647	1.6	4/27/20 1:00	0.0.0.0	
199.249.169.155	lev-rtr-4	6	VS-SUP2T-10G	SAL1801JWPJ	15.1(2)SY12	12.2(50r)SYS3	2147483647	1.6	4/27/20 1:00	0.0.0.0	
10.100.22.40	searle-10-405-esw-2	5	WS-C3850-48P-L	FCW2001C1BT	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.22.40	searle-10-405-esw-2	6	WS-C3850-48P-L	FCW2001D16E	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.22.40	searle-10-405-esw-2	7	WS-C3850-48P-L	FCW2001C0VU	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.22.40	searle-10-405-esw-2	8	WS-C3850-48P-L	FCW2118F115	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.10.95	health-b-esw-1	1	WS-C3850-48P-L	FOC1832X0RB	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.10.95	health-b-esw-1	2	WS-C3850-48P-L	FOC2225L04S	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.10.95	health-b-esw-1	3	WS-C3850-48P-L	FCW2035F0A2	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.6.68	nano-4-esw-1	0	3850-stack	FOC1850X17Q	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.6.68	nano-4-esw-1	1	WS-C3850-48P-L	FOC1901U199	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.68	nano-4-esw-1	2	WS-C3850-48P-L	FOC1850X17Q	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.68	nano-4-esw-1	3	WS-C3850-48P-L	FOC1901X06L	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.68	nano-4-esw-1	4	WS-C3850-48P-L	FCW1848C0MQ	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.68	nano-4-esw-1	5	WS-C3850-48P-L	FCW1848C0N0	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.68	nano-4-esw-1	6	WS-C3850-48P-L	FOC1901X02W	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.68	nano-4-esw-1	7	WS-C3850-48P-L	FOC1901X19G	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.6.69	nano-idf-esw-2	0	3850-stack	FOC2143U0EX	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.6.69	nano-idf-esw-2	1	WS-C3850-48P-L	FOC2143X0MH	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.6.69	nano-idf-esw-2	2	WS-C3850-48P-L	FOC2143U0EX	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.14.24	ngarage-4716-esw-1	0	WS-C3850-48P-L	FCW2001D0S2	Denali 16.3.9		0	V06	4/27/20 1:00	0.0.0.0	
10.100.10.75	nmquad-b-esw-1	0	3850-stack	0x12	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.10.75	nmquad-b-esw-1	1	WS-C3850-48P-L	FOC1812U1EU	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.10.75	nmquad-b-esw-1	2	WS-C3850-48P-L	FOC1910U1K9	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.10.75	nmquad-b-esw-1	3	WS-C3850-48P-L	FOC1911X08J	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.10.75	nmquad-b-esw-1	4	WS-C3850-24P-L	FOC1907X00M	Denali 16.3.9		0	V05	4/27/20 1:00	0.0.0.0	
10.100.8.128	norris-1-esw-1	0	3850-stack	FOC1752U0JN	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.8.128	norris-1-esw-1	1	WS-C3850-48P-L	FOC1801U0C2	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.8.128	norris-1-esw-1	2	WS-C3850-48P-L	FOC1752U0JN	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.8.130	norris-2-esw-1	0	3850-stack	FOC1748U058	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.8.130	norris-2-esw-1	1	WS-C3850-48P-L	FOC1901U198	Denali 16.3.9		0	V04	4/27/20 1:00	0.0.0.0	
10.100.8.130	norris-2-esw-1	2	WS-C3850-24P-L	FOC1748U058	Denali 16.3.9		0	V02	4/27/20 1:00	0.0.0.0	
10.100.8.50	norris-3-esw-1	0	3750-stack	FDO1522V1RW	15.2(4)E6		0		4/27/20 1:00	0.0.0.0	
10.100.8.50	norris-3-esw-1	1	WS-C3750X-48P	FDO1525Z05E	15.2(4)E6		0	V02	4/27/20 1:00	0.0.0.0	
10.100.8.50	norris-3-esw-1	2	WS-C3750X-48P	FDO1525K124	15.2(4)E6		0	V02	4/27/20 1:00	0.0.0.0	
10.100.8.50	norris-3-esw-1	3	WS-C3750X-48P	FDO1525V0FB	15.2(4)E6		0	V02	4/27/20 1:00	0.0.0.0	
10.100.8.50	norris-3-esw-1	4	WS-C3750X-24P	FDO1623R370	15.2(4)E6		0	V04	4/27/20 1:00	0.0.0.0	
10.100.8.50	norris-3-esw-1	5	WS-C3750X-48P	FDO1522V1RW	15.2(4)E6		0	V02	4/27/20 1:00	0.0.0.0	
10.100.8.50	norris-3-esw-1	6	WS-C3750X-48P	FDO1525P12Q	15.2(4)E6		0	V02	4/27/20 1:00	0.0.0.0	
10.100.8.52	norris-b-esw-1	0	3750-stack	FDO1717P2JH	15.2(4)E6		0		4/27/20 1:00	0.0.0.0	
10.100.8.52	norris-b-esw-1	1	WS-C3750X-48P	FDO1525V08P	15.2(4)E6		0	V02	4/27/20 1:00	0.0.0.0	
10.100.8.52	norris-b-esw-1	2	WS-C3750X-48P	FDO1717P2JH	15.2(4)E6		0	V04	4/27/20 1:00	0.0.0.0	
10.100.8.51	norris-g-esw-1	0	3750-stack	FDO1524K1FD			0		4/27/20 1:00	0.0.0.0	
10.100.8.51	norris-g-esw-1	1	WS-C3750X-48P	FDO1524K1FD	15.0(2)SE2		0	V02	4/27/20 1:00	0.0.0.0	
10.100.8.51	norris-g-esw-1	2	WS-C3750X-24P	FDO1522P18P	15.0(2)SE2		0	V02	4/27/20 1:00	0.0.0.0	
10.100.8.51	norris-g-esw-1	3	WS-C3750X-48P	FDO1525Z05J	15.0(2)SE2		0	V02	4/27/20 1:00	0.0.0.0	
10.100.8.51	norris-g-esw-1	4	WS-C3750X-24P	FDO1751Z1W4	15.0(2)SE2		0	V06	4/27/20 1:00	0.0.0.0	
10.100.8.51	norris-g-esw-1	5	WS-C3750X-48P	FDO1525K0UF	15.0(2)SE8		0	V02	4/27/20 1:00	0.0.0.0	
10.100.6.47	obsrvty-b-esw-1	0	3850-stack	FCW2120C0QT	Denali 16.3.9		0		4/27/20 1:00	0.0.0.0	
10.100.6.47	obsrvty-b-esw-1	1	WS-C3850-48P-L	FOC1801U0JY	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.47	obsrvty-b-esw-1	2	WS-C3850-48P-L	FCW2120C0QT	Denali 16.3.9		0	V07	4/27/20 1:00	0.0.0.0	
10.100.6.47	obsrvty-b-esw-1	3	WS-C3850-48P-L	FOC1801X0LY	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.47	obsrvty-b-esw-1	4	WS-C3850-48P-L	FOC1801U0GL	Denali 16.3.9		0	V03	4/27/20 1:00	0.0.0.0	
10.100.6.47	obsrvty-b-esw-1	5	WS-C3850-24P-L	FOC1747Y4F1	Denali 16.3.9		0	V02	4/27/20 1:00	0.0.0.0	
10.100.8.91	oglc-idf-esw-1	0	3750-stack	FDO1537R0AT	15.2(4)E6		0		4/27/20 1:00	0.0.0.0	
10.100.8.91	oglc-idf-esw-1	1	WS-C3750X-48P	FDO1537R0AT	15.2(4)E6		0	V02	4/27/20 1:00	0.0.0.0	
10.100.8.91	oglc-idf-esw-1	2	WS-C3750X-48P	FDO1525P137	15.2(4)E6		0	V02	4/27/20 1:00	0.0.0.0	
10.100.6.39	pancoe-3-esw-4	0	3750-stack	FDO1522K11R	15.0(2)SE8		0		4/27/20 1:00	0.0.0.0	
